CPF ID,Filer,Office Sought,Start Balance,Receipts,Expenditures,Current Cash On Hand,Date Filed,Party Affiliation,Winner?
18823,"Bradley, Erin","Senate, Norfolk, Plymouth and Bristol","$1,463.45","$2,350.55","$2,670.00","$1,144.00",10/31/25,,False
17409,"Boyle, Brian","Senate, Worcester & Middlesex","$10,005.57",$0.00,$40.00,"$9,965.57",10/31/25,,False
17791,"Bowen, Hannah","House, 6th Essex","$11,304.69","$57,060.76","$67,251.09","$2,488.86",10/31/25,,False
16321,"Boncore, Joseph Angelo","Senate, 1st Suffolk & Middlesex","$6,967.45",$0.00,"$4,705.60","$2,281.85",10/31/25,,False
14831,"Boldyga, Nick","House, 3rd Hampden","$18,262.95","$3,341.80",$988.72,"$20,616.03",10/31/25,,False
15168,"Boag, George","House, 36th Middlesex",$548.40,$0.00,$548.40,$0.00,5/31/25,,False
16942,"Blais, Natalie M.","House, 1st Franklin","$39,322.55","$24,338.61","$23,238.21","$41,481.63",10/31/25,,False
17776,"Birchall, Vivian","House, 14th Middlesex","$8,530.49",$0.00,"$1,880.87","$6,649.62",10/31/25,,False
17028,"Biele, David M.","House, 4th Suffolk","$108,114.38","$44,349.72","$52,607.31","$99,856.79",10/31/25,,False
19424,"Betts, Lorena","House, 16th Middlesex",$0.00,"$7,843.16","$1,415.59","$6,427.57",10/31/25,,False
15775,"Berthiaume, Donald R.","House, 5th Worcester","$10,618.44",$750.00,"$6,327.24","$5,104.70",10/31/25,,False
18479,"Bellfield, Patricia","House, 2nd Bristol",$21.59,$0.00,$0.00,$21.59,10/31/25,,False
10866,"Barrett, Michael J.","Senate, 3rd Middlesex","$158,952.70","$15,354.73","$157,958.81","$149,397.12",10/31/25,,False
16235,"Barrett, John","House, 1st Berkshire","$47,536.98","$5,347.25","$8,013.02","$44,903.07",10/31/25,,False
15839,"Barber, Christine P.","House, 34th Middlesex","$96,889.90","$20,102.29","$12,285.27","$104,706.92",10/31/25,,False
13237,"Balser, Ruth B.","House, 12th Middlesex","$14,497.06",$0.00,"$14,697.06",$0.00,10/31/25,,False
18139,"Bailey III, Charles","House, 10th Norfolk",$326.26,$0.00,$326.26,$0.00,5/31/25,,False
18685,"Badger, Michelle","House, 1st Plymouth","$5,415.87","$25,455.72","$7,727.85","$23,350.74",10/31/25,,False
13284,"Ayers, Bruce J.","House, 1st Norfolk","$79,397.02","$21,954.53","$23,563.41","$77,788.14",10/31/25,,False
14543,"Ashe, Brian M.","House, 2nd Hampden","$44,130.85","$4,057.20","$4,174.49","$44,013.56",10/31/25,,False
18008,"Arriaga, Shirley","House, 8th Hampden","$5,435.11","$4,695.91","$5,007.35","$5,143.74",10/31/25,,False
17981,"Armini, Jennifer","House, 8th Essex","$35,589.82","$2,536.76","$3,953.70","$34,172.88",10/31/25,,False
15745,"Arena-DeRosa, James C.","House, 8th Middlesex","$47,193.78","$29,090.47","$7,896.03","$68,401.01",10/31/25,,False
14814,"Arciero, Jim","House, 2nd Middlesex","$147,908.05","$36,171.94","$34,059.04","$150,152.10",10/31/25,,False
17983,"Archambault, Lynne","House, 1st Middlesex",$0.00,$0.00,$680.00,$778.26,10/31/25,,False
14885,"Anketell, Damian","Senate, 2nd Essex",$12.53,$0.00,$30.98,-$18.45,3/31/25,,False
18871,"Allard, Anthony","Senate, Worcester and Hampden",$87.08,$0.00,$15.00,$72.08,10/31/25,,False
18028,"Alexopoulos, Christos","House, 7th Norfolk","$7,133.34","$2,967.60","$4,728.82","$5,372.12",10/31/25,,False
18812,"Adams, Lucresia","House, 6th Suffolk",-$131.66,$131.66,$0.00,$0.00,10/31/25,,False
